ID,title,abstract,authors,date,category,doi,version,author_corresponding,author_corresponding_institution,link_page,link_pdf,license,published
5033,Analysis of SteraMist ionized hydrogen peroxide technology in the sterilization of N95 respirators and other PPE: a quality improvement study,"ObjectiveThe COVID-19 pandemic has led to widespread shortages of personal protective equipment (PPE) for healthcare workers, including filtering facepiece respirators (FFRs) such as N95 masks. These masks are normally intended for single use, but their sterilization and subsequent reuse could substantially mitigate a world-wide shortage.

DesignQuality assurance.

SettingA sealed environment chamber installed in the animal facility of an academic medical center.

InterventionsOne to five sterilization cycles using ionized hydrogen peroxide (iHP), generated by SteraMist(R) equipment (TOMI; Frederick, MD).

Main outcome measuresPersonal protective equipment, including five N95 mask models from three manufacturers, were evaluated for efficacy of sterilization following iHP treatment (measured with bacterial spores in standard biological indicator assemblies). Additionally, N95 masks were assessed for their ability to efficiently filter particles down to 0.3{micro}m and for their ability to form an airtight seal using a quantitative fit test. Filtration efficiency was measured using ambient particulate matter at a university lab and an aerosolized NaCl challenge at a National Institute for Occupational Safety and Health (NIOSH) pre-certification laboratory.

ResultsThe data demonstrate that N95 masks sterilized using SteraMist iHP technology retain function up to five cycles, the maximum number tested to date. Some but not all PPE could also be sterilized using an iHP environmental chamber, but pre-treatment with a handheld iHP generator was required for semi-enclosed surfaces such as respirator hoses.

ConclusionsA typical iHP environment chamber with a volume of ~80 m3 can treat ~7000 masks per day, as well as other items of PPE, making this an effective approach for a busy medical center.","Cramer, A.; Plana, D.; Yang, H. L.; Carmack, M.; Tian, E.; Sinha, M. S.; Krikorian, D.; Turner, D.; Mo, J.; Li, J.; Gupta, R.; Manning, H.; Bourgeois, F. T.; Yu, S. H.; Sorger, P.; Leboeuf, N. R.",2020-05-08,Occupational And Environmental Health,10.1101/2020.04.19.20069997,2,Peter Sorger,"Harvard Ludwig Cancer Research Center, Department of Systems Biology, and Harvard-MIT Center for Regulatory Science; Harvard Medical School",https://www.medrxiv.org/content/10.1101/2020.04.19.20069997v2?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.04.19.20069997v2.full.pdf,cc_by_nc,10.1038/s41598-021-81365-7
22068,Antibody responses boosted in seropositive healthcare workers after single dose of SARS-CoV-2 mRNA vaccine,"Current guidelines recommend that individuals who have had COVID-19 should receive the identical vaccine regimen as those who have not had the infection. This includes two doses of the mRNA platform vaccines (BNT162b2/Pfizer; mRNA-1273/Moderna) that are approved for use in the United States. In this brief report, we show that after a single dose of the Pfizer SARS-CoV-2 vaccine, individuals that had prior SARS-CoV-2 infection had significantly higher antibody levels than individuals that had no history of infection. This provides the rationale for changing vaccination policy to deliver only a single dose to individuals with recent SARS-CoV-2 infection that may free up additional doses for individuals that have no preexisting immunity to the virus. Future study of other immune parameters such as T cell response and durability of immune response should be rapidly undertaken in individuals that had COVID-19 prior to vaccination.","Bradley, T.; Codiefy Study Team,  ; Grundberg, E.; Selvarangan, R.",2021-02-05,Infectious Diseases,10.1101/2021.02.03.21251078,1,Todd Bradley,Children\'s Mercy Kansas City,https://www.medrxiv.org/content/10.1101/2021.02.03.21251078v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.02.03.21251078v1.full.pdf,cc_no,"NA"
3831,On predicting the novel COVID-19 human infections by using Infectious Disease modelling method in the Indian State of Tamil Nadu during 2020,"Since the introduction of the novel Corona Virus (The COVID-19) to the Chinese city Wuhan in the Hubei province during the late December 2019, the effectiveness of the deadly disease, its human infection, spreading severity and the mortality rate of the infection has been an issue of debate. The outbreak of the virus along the time has become a massive threat to the global public health security and has been declared as a pandemic. Accounting the radical number of increases in the infected cases and the death due to COVID-19 infections around the globe, there is a need to predict the infections among the people by making proper optimization and using various Infectious Disease modelling (IDM) methods, in order to challenge the outcome. In comparison with previous diseases like SARS and Ebola viruses, the new corona virus (COVID-19) infections are infectious during the incubation period. In addition to that, naturally produced droplets from humans (e.g. droplets produced by breathing, talking, sneezing, coughing) and Person-to-person contact transmission are reported to be the foremost ways of transmission of novel corona virus. By considering the above two factors, a modified SEIR (Susceptibility-Exposure-Infection-Recovery) method have been used for predicting the spread of the infections in the state of Tamil Nadu which is located in the southern part of India. Further, we have utilized the current surveillance data from Health and Family Welfare Department - Government of Tamil Nadu to accurately predict the spreading trend of the infection on a state level.","Ayubali, A. A.; Satheesh, S. R.",2020-04-07,Epidemiology,10.1101/2020.04.05.20054593,1,Arsath Abbasali Ayubali Sr.,"College of Engineering Guindy, Anna University, Chennai - 600 025, India",https://www.medrxiv.org/content/10.1101/2020.04.05.20054593v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.04.05.20054593v1.full.pdf,cc_by_nc_nd,"NA"
24616,"A rapid, cost efficient and simple method to identify current SARS-CoV-2 variants of concern by Sanger sequencing part of the spike protein gene","In 2020, the novel coronavirus, SARS-CoV-2, caused a pandemic, which is still raging at the time of writing this. Many countries have set up high throughput RT-qPCR based diagnostics for people with COVID-19 symptoms and for the wider population. In addition, with the use of whole genome sequencing (WGS) new lineages of SARS-CoV-2 have been identified that have been associated with increased transmissibility or altered vaccine efficacy, so-called Variants of Concern (VoC). WGS is generally too labor intensive and expensive to be applied to all positive samples from the diagnostic tests, and often has a turnaround time too long to enable VoC focused contact tracing. Here, we propose to use Sanger sequencing for the detection of common variants of concern and key mutations in early 2021, using a single set of the recognized ARTIC Network primers. The proposed setup relies entirely on materials and methods already in use in diagnostic RT-qPCR labs and on existing infrastructure from companies that have specialized in cheap and rapid turnaround Sanger sequencing. In addition, we provide an automated mutation calling software (https://github.com/kblin/covid-spike-classification). We have validated the setup on 195 SARS-CoV-2 positive samples, and we were able to profile >85% of RT-qPCR positive samples, where the last 15% largely stem from samples with low viral count. At approximately 4{euro} per sample in material cost, with minimal hands-on time, little data handling, and a turnaround time of less than 30 hours, the setup is simple enough to be implemented in any SARS-CoV-2 RT-qPCR diagnostic lab. Our protocol provides results that can be used to focus contact-tracing efforts and it is cheap enough for the tracking and surveillance of all positive samples for emerging variants such as B.1.1.7, B.1.351 and P.1 as of January 2021.","Joergensen, T. S.; Blin, K.; Kuntke, F.; Salling, H. K.; Michaelsen, T. Y.; Albertsen, M.; Larsen, H.",2021-03-29,Epidemiology,10.1101/2021.03.27.21252266,1,Tue Sparholt Joergensen,"Technical University of Denmark, The Novo Nordisk Foundation Center for Biosustainability, 2800 Kgs Lyngby, Denmark",https://www.medrxiv.org/content/10.1101/2021.03.27.21252266v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.03.27.21252266v1.full.pdf,cc_by_nc,"NA"
16718,Symptom-based testing in a compartmental model of COVID-19,"Testing and isolation of cases is an important component of our strategies to fight SARS-CoV-2. In this work, we consider a compartmental model for COVID-19 including a nonlinear term representing symptom-based testing. We analyze how the considered clinical spectrum of symptoms and the testing rate affect the outcome and the severity of the outbreak.","Bartha, F. A.; Karsai, J.; Tekeli, T.; Röst, G.",2020-10-14,Epidemiology,10.1101/2020.10.11.20211037,1,Ferenc A. Bartha,"Bolyai Institute, University of Szeged",https://www.medrxiv.org/content/10.1101/2020.10.11.20211037v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.10.11.20211037v1.full.pdf,cc_by_nc_nd,"NA"
16948,Real-time tracking and prediction of COVID-19 infection using digital proxies of population mobility and mixing,"Digital proxies of human mobility and physical mixing have been used to monitor viral transmissibility and effectiveness of social distancing interventions in the ongoing COVID-19 pandemic. We developed a new framework that parameterizes disease transmission models with age-specific digital mobility data. By fitting the model to case data in Hong Kong, we were able to accurately track the local effective reproduction number of COVID-19 in near real time (i.e. no longer constrained by the delay of around 9 days between infection and reporting of cases) which is essential for quick assessment of the effectiveness of interventions on reducing transmissibility. Our findings showed that accurate nowcast and forecast of COVID-19 epidemics can be obtained by integrating valid digital proxies of physical mixing into conventional epidemic models.","Leung, K.; Wu, J. T.; Leung, G. M.",2020-10-20,Epidemiology,10.1101/2020.10.17.20214155,1,Joseph T. Wu,The University of Hong Kong,https://www.medrxiv.org/content/10.1101/2020.10.17.20214155v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.10.17.20214155v1.full.pdf,cc_by_nc_nd,10.1038/s41467-021-21776-2
27113,"Fast Evaluation of Viral Emerging Risks (FEVER): A computational tool for biosurveillance, diagnostics, and mutation typing of emerging viral pathogens","Viral pathogen can rapidly evolve, adapt to novel hosts and evade human immunity. The early detection of emerging viral pathogens through biosurveillance coupled with rapid and accurate diagnostics are required to mitigate global pandemics. However, RNA viruses can mutate rapidly, hampering biosurveillance and diagnostic efforts. Here, we present a novel computational approach called FEVER (Fast Evaluation of Viral Emerging Risks) to design assays that simultaneously accomplish: 1) broad-coverage biosurveillance of an entire class of viruses, 2) accurate diagnosis of an outbreak strain, and 3) mutation typing to detect variants of public health importance. We demonstrate the application of FEVER to generate assays to simultaneously 1) detect sarbecoviruses for biosurveillance; 2) diagnose infections specifically caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); and 3) perform rapid mutation typing of the D614G SARS-CoV-2 spike variant associated with increased pathogen transmissibility. These FEVER assays had a high in silico recall (predicted positive) up to 99.7% of 525,708 SARS-CoV-2 sequences analyzed and displayed sensitivities and specificities as high as 92.4% and 100% respectively when validated in 100 clinical samples. The D614G SARS-CoV-2 spike mutation PCR test was able to identify the single nucleotide identity at position 23,403 in the viral genome of 96.6% SARS-CoV-2 positive samples without the need for sequencing. This study demonstrates the utility of FEVER to design assays for biosurveillance, diagnostics, and mutation typing to rapidly detect, track, and mitigate future outbreaks and pandemics caused by emerging viruses.","Stromberg, Z. R.; Theiler, J.; Foley, B. T.; Myers Y Gutierrez, A.; Hollander, A.; Courtney, S. J.; Deshpande, A.; Martinez-Finley, E. J.; Mitchell, J.; Mukundan, H.; Yusim, K.; Kubicek-Sutherland, J. Z.",2021-05-27,Infectious Diseases,10.1101/2021.05.25.21257811,1,Jessica Z Kubicek-Sutherland,Los Alamos National Laboratory,https://www.medrxiv.org/content/10.1101/2021.05.25.21257811v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.05.25.21257811v1.full.pdf,cc_by_nc_nd,NA
7075,"Clinical Characteristics, Risk Factors and Outcomes Among the First Consecutive 1,096 Patients Diagnosed with COVID-19: The Kuwait Experience","BackgroundIn Kuwait, prior to the first case of COVID-19 being reported in the country, mass screening of incoming travelers from countries with known outbreaks was performed and resulted in the first identified cases in the country. All COVID-19 cases at the time and subsequently after, were transferred to a single center, Jaber Al-Ahmad Al-Sabah Hospital, where the patients received standardized investigations and treatments. The objective of this study was to characterize the demographics, clinical manifestations and outcomes in this unique patient population.

MethodsThis retrospective cohort study was conducted between 24th February 2020 and 20th April 2020. All consecutive patients in the entire State of Kuwait diagnosed with COVID-19 according to WHO guidelines and admitted to Jaber Al-Ahmad Al-Sabah Hospital were recruited. Patients received standardized investigations and treatments. Multivariable analysis was used to determine the associations between risk factors and outcomes.

FindingsOf 1096 patients, the median age was 41 years and 81% of patients were male. Most patients were asymptomatic on admission (49.5%), 69.4% had no signs of infection and 94.6% were afebrile. Only 3.6% of patients required an ICU admission and 1.7% were dead at the studys cutoff date. On multivariate analysis, the risk factors found to be significantly associated with admission to intensive care were age above 50 years old, a qSOFA score above 0, smoking, elevated CRP and elevated procalcitonin levels. Asthma, smoking and elevated procalcitonin levels correlated significantly with mortality in our cohort.To our knowledge, this is the first large retrospective cohort study observing the characteristics of the initial consecutive COVID-19 patients of an entire country. Further, large proportion of asymptomatic patients provides novel insights into the clinical features of patients with milder disease.

FundingResearch Grant Awarded by the Kuwait Foundation for the Advancement of Science.","Almazeedi, S.; Al Youha, S.; Jamal, M. H.; Al-Haddad, M.; Al-Muhaini, A.; Al-Ghimlas, F.; Al-Sabah, S.",2020-05-15,Public And Global Health,10.1101/2020.05.09.20096495,1,Sarah Al Youha,Jaber Al-Ahmad Al-Sabah Hospital,https://www.medrxiv.org/content/10.1101/2020.05.09.20096495v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.05.09.20096495v1.full.pdf,cc_no,10.1016/j.eclinm.2020.100448
7046,A collaborative online AI engine for CT-based COVID-19 diagnosis,"Artificial intelligence can potentially provide a substantial role in streamlining chest computed tomography (CT) diagnosis of COVID-19 patients. However, several critical hurdles have impeded the development of robust AI model, which include deficiency, isolation, and heterogeneity of CT data generated from diverse institutions. These bring about lack of generalization of AI model and therefore prevent it from applications in clinical practices. To overcome this, we proposed a federated learning-based Unified CT-COVID AI Diagnostic Initiative (UCADI, http://www.ai-ct-covid.team/), a decentralized architecture where the AI model is distributed to and executed at each host institution with the data sources or client ends for training and inferencing without sharing individual patient data. Specifically, we firstly developed an initial AI CT model based on data collected from three Tongji hospitals in Wuhan. After model evaluation, we found that the initial model can identify COVID from Tongji CT test data at near radiologist-level (97.5% sensitivity) but performed worse when it was tested on COVID cases from Wuhan Union Hospital (72% sensitivity), indicating a lack of model generalization. Next, we used the publicly available UCADI framework to build a federated model which integrated COVID CT cases from the Tongji hospitals and Wuhan Union hospital (WU) without transferring the WU data. The federated model not only performed similarly on Tongji test data but improved the detection sensitivity (98%) on WU test cases. The UCADI framework will allow participants worldwide to use and contribute to the model, to deliver a real-world, globally built and validated clinic CT-COVID AI tool. This effort directly supports the United Nations Sustainable Development Goals number 3, Good Health and Well-Being, and allows sharing and transferring of knowledge to fight this devastating disease around the world.","Xu, Y.; Ma, L.; Fan, Y.; Chen, Y.; Ma, K.; Yang, J.; Yang, X.; Chen, Y.; Shu, C.; Fan, Z.; Gan, J.; Zou, X.; Huang, R.; Zhang, C.; Liu, X.; Tu, D.; Xu, C.; Zhang, W.; Yang, D.; Wang, M.-W.; Wang, X.; Xie, X.; Leng, H.; Holalkere, N.; Halin, N. J.; Kamel, I. R.; Wu, J.; Peng, X.; Wang, X.; Shao, J.; Mongkolwat, P.; Zhang, J.; Rubin, D. L.; Wang, G.; Zheng, C.; Li, Z.; Bai, X.; Xia, T.",2020-05-19,Radiology And Imaging,10.1101/2020.05.10.20096073,2,Tian Xia,"School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan 430074, China. Institute of Pathology, Tongji Hospital",https://www.medrxiv.org/content/10.1101/2020.05.10.20096073v2?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.05.10.20096073v2.full.pdf,cc_by_nc,"NA"
24686,Psychological distress and resilience in a sample of Adolescents and Young Adults with cancer during the COVID-19 pandemic,"BACKGROUNDAdolescents and young people (AYA) with cancer are at greater risk of psychological distress which can impact treatment. COVID-19 has resulted in changes to cancer care delivery and AYA have been disproportionately affected by economic and educational effects of COVID-19, potentially impacting on mental health. Understanding the impact of COVID-19 on AYA with cancer is important to inform care.

METHODSOnline survey of 16-24 year olds receiving cancer treatment at 8 cancer centres in the UK in December 2020. We measured: self-perceived increased anxiety since COVID-19, impact of COVID-19 on treatment, life and relationships and used the 8-item Patient Health Questionnaire(PHQ-8), 7-item Generalised Anxiety Disorder Scale(GAD) and the 2-item Connor-Davidson Resilience Scale(CD-RISC).

RESULTS112 AYA participated (17.8% of total eligible). 62.8% were female, 67.3% were 21-24 years. 83% were white. 59.8% had previously experienced mental health difficulties. 67.9% received cancer treatment during the pandemic and 33.9% were diagnosed during the pandemic. 78.6% reported COVID-19 having a significant impact on their life, 55.4% on their key relationship and 39.3% on their treatment. 79% reported experiencing some degree of increased anxiety since COVID-19.43.4% had moderate-severe PHQ-8 scores and 37.1% for GADS-7. Self-report of impact on life was associated with greater anxiety during COVID-19 and moderate-severe PHQ-8 score (OR 3.64, 95% CI 2.52 to 19.40, p <0.01; OR 5.23, 95%CI 1.65 to 16.56, p < 0.01). Impact on relationships was associated with greater anxiety and moderate-severe GADS-7and PHQ-8 score (OR 2.89, 95% CI 1.11 to 7.54, p = 0,03; OR 3.54, 95% CI 2.32 to 15.17, p<0.01; OR 2.42, 95% CI 1.11 to 5.25, p =0.03). Greater CD-RISC score was associated with lower risk of anxiety and mod-severe GADS-7and PHQ-8 scores (OR 0.58, 95%CI 0.41 to 0.81, p <0.01; OR 0.55 95% CI 0.4 to 0.72, p <0.01; OR 0.52, 95% CI 0.38 to 0.69, p <0.01)

CONCLUSIONSWe found high levels of psychological distress in AYA with cancer, which is important knowledge for clinical teams working with this age group. Perceived impact of COVID-19 on relationships and life was predictive of poorer mental health, with resilience a potential protective factor.","Jacobson, C.; Mulholland, R.; Miller, N.; Baker, L.; Glazer, D.; Betts, E.; Brown, L.; Elders, V.; Ogundiran, O.; Carr, R.; Hudson, L. D.",2021-04-01,Oncology,10.1101/2021.03.29.21254529,2,Lee D Hudson,GOS UCL Institute Of Child Health,https://www.medrxiv.org/content/10.1101/2021.03.29.21254529v2?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.03.29.21254529v2.full.pdf,cc_by_nd,"NA"
