id,submitted,updated,title,abstract,authors,affiliations,link_abstract,link_pdf,link_doi,comment,journal_ref,doi,primary_category,categories
2102.10593v1,2021-02-21T12:18:38Z,2021-02-21T12:18:38Z,Classification of COVID-19 via Homology of CT-SCAN,"In this worldwide spread of SARS-CoV-2 (COVID-19) infection, it is of utmost
importance to detect the disease at an early stage especially in the hot spots
of this epidemic. There are more than 110 Million infected cases on the globe,
sofar. Due to its promptness and effective results computed tomography
(CT)-scan image is preferred to the reverse-transcription polymerase chain
reaction (RT-PCR). Early detection and isolation of the patient is the only
possible way of controlling the spread of the disease. Automated analysis of
CT-Scans can provide enormous support in this process. In this article, We
propose a novel approach to detect SARS-CoV-2 using CT-scan images. Our method
is based on a very intuitive and natural idea of analyzing shapes, an attempt
to mimic a professional medic. We mainly trace SARS-CoV-2 features by
quantifying their topological properties. We primarily use a tool called
persistent homology, from Topological Data Analysis (TDA), to compute these
topological properties. We train and test our model on the ""SARS-CoV-2 CT-scan
dataset"" \citep{soares2020sars}, an open-source dataset, containing 2,481
CT-scans of normal and COVID-19 patients. Our model yielded an overall
benchmark F1 score of $99.42\% $, accuracy $99.416\%$, precision $99.41\%$, and
recall $99.42\%$. The TDA techniques have great potential that can be utilized
for efficient and prompt detection of COVID-19. The immense potential of TDA
may be exploited in clinics for rapid and safe detection of COVID-19 globally,
in particular in the low and middle-income countries where RT-PCR labs and/or
kits are in a serious crisis.
",Sohail Iqbal|H. Fareed Ahmed|Talha Qaiser|Muhammad Imran Qureshi|Nasir Rajpoot,NA,http://arxiv.org/abs/2102.10593v1,http://arxiv.org/pdf/2102.10593v1,NA,NA,NA,NA,eess.IV,eess.IV|cs.CV|math.AT
2004.00825v1,2020-04-02T05:35:33Z,2020-04-02T05:35:33Z,Efficient network immunization under limited knowledge,"Targeted immunization or attacks of large-scale networks has attracted
significant attention by the scientific community. However, in real-world
scenarios, knowledge and observations of the network may be limited thereby
precluding a full assessment of the optimal nodes to immunize (or remove) in
order to avoid epidemic spreading such as that of current COVID-19 epidemic.
Here, we study a novel immunization strategy where only $n$ nodes are observed
at a time and the most central between these $n$ nodes is immunized (or
attacked). This process is continued repeatedly until $1-p$ fraction of nodes
are immunized (or attacked). We develop an analytical framework for this
approach and determine the critical percolation threshold $p_c$ and the size of
the giant component $P_{\infty}$ for networks with arbitrary degree
distributions $P(k)$. In the limit of $n\to\infty$ we recover prior work on
targeted attack, whereas for $n=1$ we recover the known case of random failure.
Between these two extremes, we observe that as $n$ increases, $p_c$ increases
quickly towards its optimal value under targeted immunization (attack) with
complete information. In particular, we find a new scaling relationship between
$|p_c(\infty)-p_c(n)|$ and $n$ as $|p_c(\infty)-p_c(n)|\sim n^{-1}\exp(-\alpha
n)$. For Scale-free (SF) networks, where $P(k)\sim k^{-\gamma}, 2<\gamma<3$, we
find that $p_c$ has a transition from zero to non-zero when $n$ increases from
$n=1$ to order of $\log N$ ($N$ is the size of network). Thus, for SF networks,
knowledge of order of $\log N$ nodes and immunizing them can reduce
dramatically an epidemics.
",Yangyang Liu|Hillel Sanhedrai|GaoGao Dong|Louis M. Shekhtman|Fan Wang|Sergey V. Buldyrev|Shlomo Havlin,NA,http://arxiv.org/abs/2004.00825v1,http://arxiv.org/pdf/2004.00825v1,http://dx.doi.org/10.1093/nsr/nwaa229,NA,NA,10.1093/nsr/nwaa229,physics.soc-ph,physics.soc-ph|q-bio.PE
2011.00002v1,2020-10-30T15:18:35Z,2020-10-30T15:18:35Z,"Molecular Communications in Viral Infections Research: Modelling,
  Experimental Data and Future Directions","Hundreds of millions of people worldwide are affected by viral infections
each year, and yet, several of them neither have vaccines nor effective
treatment during and post-infection. This challenge has been highlighted by the
COVID-19 pandemic, showing how viruses can quickly spread and how they can
impact society as a whole. Novel techniques that bring in different disciplines
must emerge to provide forward-looking strategies to combat viral infections,
as well as possible future pandemics. In the past decade, an interdisciplinary
area involving bioengineering, nanotechnology and information and communication
technology (ICT) has been developing, known as Molecular Communications. This
new emerging area uses elements of classical communication systems and maps it
to molecular signalling and communication found inside and outside the body,
where the aim is to develop new tools that can serve future medicine. In this
paper, we provide an extensive and detailed discussion on how Molecular
Communications can be integrated into the research on viral infectious diseases
modelling, and how possible treatment and vaccines can be developed considering
molecules as information carriers. We provide a literature review on the
existing models of Molecular Communications for viral infection (in-body and
out-body), a deep analysis on their effects on the host and subsequent
communication process for other systems within the body (e.g., immune
response), sources of experimental data on known viral infections and how it
can be used by the Molecular Communications community, as well as open issues
and future directions. Since the development of therapeutics/vaccines needs an
interdisciplinary approach centred around ICT, we are confident that Molecular
Communications can play a central role here by providing a detail
characterisation and manipulation of the propagation of molecules in different
media.
",Michael Taynnan Barros|Mladen Veletić|Masamitsu Kanada|Massimiliano Pierobon|Seppo Vainio|Ilangko Balasingham|Sasitharan Balasubramaniam,NA,http://arxiv.org/abs/2011.00002v1,http://arxiv.org/pdf/2011.00002v1,NA,Submitted for journal publication,NA,NA,q-bio.OT,q-bio.OT|eess.SP
2010.08743v1,2020-10-17T08:34:57Z,2020-10-17T08:34:57Z,"Drink bleach or do what now? Covid-HeRA: A dataset for risk-informed
  health decision making in the presence of COVID19 misinformation","Given the wide spread of inaccurate medical advice related to the 2019
coronavirus pandemic (COVID-19), such as fake remedies, treatments and
prevention suggestions, misinformation detection has emerged as an open problem
of high importance and interest for the NLP community. To combat potential harm
of COVID19-related misinformation, we release Covid-HeRA, a dataset for health
risk assessment of COVID-19-related social media posts. More specifically, we
study the severity of each misinformation story, i.e., how harmful a message
believed by the audience can be and what type of signals can be used to
discover high malicious fake news and detect refuted claims. We present a
detailed analysis, evaluate several simple and advanced classification models,
and conclude with our experimental analysis that presents open challenges and
future directions.
",Arkin Dharawat|Ismini Lourentzou|Alex Morales|ChengXiang Zhai,NA,http://arxiv.org/abs/2010.08743v1,http://arxiv.org/pdf/2010.08743v1,NA,NA,NA,NA,cs.CL,cs.CL|cs.CY|cs.LG
2103.05114v1,2021-03-03T11:18:43Z,2021-03-03T11:18:43Z,Learning Invariant Representations across Domains and Tasks,"Being expensive and time-consuming to collect massive COVID-19 image samples
to train deep classification models, transfer learning is a promising approach
by transferring knowledge from the abundant typical pneumonia datasets for
COVID-19 image classification. However, negative transfer may deteriorate the
performance due to the feature distribution divergence between two datasets and
task semantic difference in diagnosing pneumonia and COVID-19 that rely on
different characteristics. It is even more challenging when the target dataset
has no labels available, i.e., unsupervised task transfer learning. In this
paper, we propose a novel Task Adaptation Network (TAN) to solve this
unsupervised task transfer problem. In addition to learning transferable
features via domain-adversarial training, we propose a novel task semantic
adaptor that uses the learning-to-learn strategy to adapt the task semantics.
Experiments on three public COVID-19 datasets demonstrate that our proposed
method achieves superior performance. Especially on COVID-DA dataset, TAN
significantly increases the recall and F1 score by 5.0% and 7.8% compared to
recently strong baselines. Moreover, we show that TAN also achieves superior
performance on several public domain adaptation benchmarks.
",Jindong Wang|Wenjie Feng|Chang Liu|Chaohui Yu|Mingxuan Du|Renjun Xu|Tao Qin|Tie-Yan Liu,NA,http://arxiv.org/abs/2103.05114v1,http://arxiv.org/pdf/2103.05114v1,NA,"Technical report, 12 pages",NA,NA,eess.IV,eess.IV|cs.CV|cs.LG
2005.04108v1,2020-05-05T04:16:21Z,2020-05-05T04:16:21Z,Computational modeling of Human-nCoV protein-protein interaction network,"COVID-19 has created a global pandemic with high morbidity and mortality in
2020. Novel coronavirus (nCoV), also known as Severe Acute Respiratory Syndrome
Coronavirus 2 (SARS-CoV2), is responsible for this deadly disease.
International Committee on Taxonomy of Viruses (ICTV) has declared that nCoV is
highly genetically similar to SARS-CoV epidemic in 2003 (89% similarity).
Limited number of clinically validated Human-nCoV protein interaction data is
available in the literature. With this hypothesis, the present work focuses on
developing a computational model for nCoV-Human protein interaction network,
using the experimentally validated SARS-CoV-Human protein interactions.
Initially, level-1 and level-2 human spreader proteins are identified in
SARS-CoV-Human interaction network, using Susceptible-Infected-Susceptible
(SIS) model. These proteins are considered as potential human targets for nCoV
bait proteins. A gene-ontology based fuzzy affinity function has been used to
construct the nCoV-Human protein interaction network at 99.98% specificity
threshold. This also identifies the level-1 human spreaders for COVID-19 in
human protein-interaction network. Level-2 human spreaders are subsequently
identified using the SIS model. The derived host-pathogen interaction network
is finally validated using 7 potential FDA listed drugs for COVID-19 with
significant overlap between the known drug target proteins and the identified
spreader proteins.
",Sovan Saha|Anup Kumar Halder|Soumyendu Sekhar Bandyopadhyay|Piyali Chatterjee|Mita Nasipuri|Subhadip Basu,NA,http://arxiv.org/abs/2005.04108v1,http://arxiv.org/pdf/2005.04108v1,NA,"Total number of pages is 12. Total number of figures is 7. Total
  number of tables is 1",NA,NA,q-bio.MN,q-bio.MN|cs.AI
2007.07310v1,2020-07-14T19:22:51Z,2020-07-14T19:22:51Z,A fractal viewpoint to COVID-19 infection,"One of the central tools to control the COVID-19 pandemics is the knowledge
of its spreading dynamics. Here we develop a fractal model capable of describe
this dynamics, in term of daily new cases, and provide quantitative criteria
for some predictions. We propose a fractal dynamical model using conformed
derivative and fractal time scale. A Burr-XII shaped solution of the
fractal-like equation is obtained. The model is tested using data from several
countries, showing that a single function is able to describe very different
shapes of the outbreak. The diverse behavior of the outbreak on those countries
is presented and discussed. Moreover, a criterion to determine the existence of
the pandemic peak and a expression to find the time to reach herd immunity are
also obtained.
",Oscar Sotolongo-Costa|José Weberszpil|Oscar Sotolongo-Grau,NA,http://arxiv.org/abs/2007.07310v1,http://arxiv.org/pdf/2007.07310v1,NA,"16 pages, 8 figures. To be submitted for publicantion",NA,NA,physics.soc-ph,physics.soc-ph|physics.bio-ph|q-bio.PE
2104.14462v1,2021-04-29T16:27:08Z,2021-04-29T16:27:08Z,"System inference via field inversion for the spatio-temporal progression
  of infectious diseases: Studies of COVID-19 in Michigan and Mexico","We present an approach to studying and predicting the spatio-temporal
progression of infectious diseases. We treat the problem by adopting a partial
differential equation (PDE) version of the Susceptible, Infected, Recovered,
Deceased (SIRD) compartmental model of epidemiology, which is achieved by
replacing compartmental populations by their densities. Building on our recent
work (Computational Mechanics, 66, 1177, 2020), we replace our earlier use of
global polynomial basis functions with those having local support, as
epitomized in the finite element method, for the spatial representation of the
SIRD parameters. The time dependence is treated by inferring constant
parameters over time intervals that coincide with the time step in
semi-discrete numerical implementations. In combination, this amounts to a
scheme of field inversion of the SIRD parameters over each time step. Applied
to data over ten months of 2020 for the pandemic in the US state of Michigan
and to all of Mexico, our system inference via field inversion infers
spatio-temporally varying PDE SIRD parameters that replicate the progression of
the pandemic with high accuracy. It also produces accurate predictions, when
compared against data, for a three week period into 2021. Of note is the
insight that is suggested on the spatio-temporal variation of infection,
recovery and death rates, as well as patterns of the population's mobility
revealed by diffusivities of the compartments.
",Zhenlin Wang|Mariana Carrasco Teja|Xiaoxuan Zhang|Gregory Teichert|Krishna Garikipati,NA,http://arxiv.org/abs/2104.14462v1,http://arxiv.org/pdf/2104.14462v1,NA,NA,NA,NA,physics.bio-ph,physics.bio-ph
2004.07224v4,2020-04-15T17:34:02Z,2020-09-29T10:40:09Z,"Mathematical model of SARS-Cov-2 propagation versus ACE2 fits COVID-19
  lethality across age and sex and predicts that of SARS, supporting possible
  therapy","The fatality rate of Covid-19 escalates with age and is larger in men than
women. I show that these variations correlate strongly with the level of the
viral receptor protein ACE2 in rat lungs, which is consistent with the still
limited and apparently contradictory data on human ACE2. Surprisingly, lower
levels of the receptor correlate with higher fatality. However, a previous
mathematical model predicts that the speed of viral progression in the organism
has a maximum and then declines with the receptor level. Moreover, many
manifestations of severe CoViD-19, such as severe lung injury, exacerbated
inflammatory response and thrombotic problems may derive from increased
Angiotensin II (Ang-II) level that results from degradation of ACE2 by the
virus. I present here a mathematical model based on the influence of ACE2 on
viral propagation and disease severity. The model fits Covid-19 fatality rate
across age and sex with high accuracy ($r^2>0.9$) under the hypothesis that
SARS-CoV-2 infections are in the dynamical regimes in which increased receptor
slows down viral propagation. Moreover, rescaling the model parameters by the
ratio of the binding rates of the spike proteins of SARS-CoV and SARS-CoV-2
allows predicting the fatality rate of SARS-CoV across age and sex, thus
linking the molecular and epidemiological levels. The presented model opposes
the fear that angiotensin receptor blockers (ARB), suggested as a therapy
against the most adverse effects of CoViD-19, may favour viral propagation, and
suggests that Ang-II and ACE2 are candidate prognostic factors for detecting
population that needs stronger protection.
",Ugo Bastolla,NA,http://arxiv.org/abs/2004.07224v4,http://arxiv.org/pdf/2004.07224v4,NA,1 figure,NA,NA,q-bio.PE,q-bio.PE
2006.13873v1,2020-06-19T02:30:34Z,2020-06-19T02:30:34Z,"COVIDLite: A depth-wise separable deep neural network with white balance
  and CLAHE for detection of COVID-19","Background and Objective:Currently, the whole world is facing a pandemic
disease, novel Coronavirus also known as COVID-19, which spread in more than
200 countries with around 3.3 million active cases and 4.4 lakh deaths
approximately. Due to rapid increase in number of cases and limited supply of
testing kits, availability of alternative diagnostic method is necessary for
containing the spread of COVID-19 cases at an early stage and reducing the
death count. For making available an alternative diagnostic method, we proposed
a deep neural network based diagnostic method which can be easily integrated
with mobile devices for detection of COVID-19 and viral pneumonia using Chest
X-rays (CXR) images. Methods:In this study, we have proposed a method named
COVIDLite, which is a combination of white balance followed by Contrast Limited
Adaptive Histogram Equalization (CLAHE) and depth-wise separable convolutional
neural network (DSCNN). In this method, white balance followed by CLAHE is used
as an image preprocessing step for enhancing the visibility of CXR images and
DSCNN trained using sparse cross entropy is used for image classification with
lesser parameters and significantly lighter in size, i.e., 8.4 MB without
quantization. Results:The proposed COVIDLite method resulted in improved
performance in comparison to vanilla DSCNN with no pre-processing. The proposed
method achieved higher accuracy of 99.58% for binary classification, whereas
96.43% for multiclass classification and out-performed various state-of-the-art
methods. Conclusion:Our proposed method, COVIDLite achieved exceptional results
on various performance metrics. With detailed model interpretations, COVIDLite
can assist radiologists in detecting COVID-19 patients from CXR images and can
reduce the diagnosis time significantly.
",Manu Siddhartha|Avik Santra,NA,http://arxiv.org/abs/2006.13873v1,http://arxiv.org/pdf/2006.13873v1,NA,NA,NA,NA,eess.IV,eess.IV|cs.CV|cs.LG|I.4.9; I.4.3
2004.13538v2,2020-04-27T16:14:01Z,2020-05-07T17:43:40Z,"Short-term forecasts of COVID-19 spread across Indian states until 1 May
  2020","The very first case of corona-virus illness was recorded on 30 January 2020,
in India and the number of infected cases, including the death toll, continues
to rise. In this paper, we present short-term forecasts of COVID-19 for 28
Indian states and five union territories using real-time data from 30 January
to 21 April 2020. Applying Holt's second-order exponential smoothing method and
autoregressive integrated moving average (ARIMA) model, we generate 10-day
ahead forecasts of the likely number of infected cases and deaths in India for
22 April to 1 May 2020. Our results show that the number of cumulative cases in
India will rise to 36335.63 [PI 95% (30884.56, 42918.87)], concurrently the
number of deaths may increase to 1099.38 [PI 95% (959.77, 1553.76)] by 1 May
2020. Further, we have divided the country into severity zones based on the
cumulative cases. According to this analysis, Maharashtra is likely to be the
most affected states with around 9787.24 [PI 95% (6949.81, 13757.06)]
cumulative cases by 1 May 2020. However, Kerala and Karnataka are likely to
shift from the red zone (i.e. highly affected) to the lesser affected region.
On the other hand, Gujarat and Madhya Pradesh will move to the red zone. These
results mark the states where lockdown by 3 May 2020, can be loosened.
",Neeraj Poonia|Sarita Azad,NA,http://arxiv.org/abs/2004.13538v2,http://arxiv.org/pdf/2004.13538v2,NA,NA,NA,NA,q-bio.PE,q-bio.PE|stat.CO
2102.02842v1,2021-02-04T19:21:14Z,2021-02-04T19:21:14Z,"The EpiBench Platform to Propel AI/ML-based Epidemic Forecasting: A
  Prototype Demonstration Reaching Human Expert-level Performance","During the COVID-19 pandemic, a significant effort has gone into developing
ML-driven epidemic forecasting techniques. However, benchmarks do not exist to
claim if a new AI/ML technique is better than the existing ones. The
""covid-forecast-hub"" is a collection of more than 30 teams, including us, that
submit their forecasts weekly to the CDC. It is not possible to declare whether
one method is better than the other using those forecasts because each team's
submission may correspond to different techniques over the period and involve
human interventions as the teams are continuously changing/tuning their
approach. Such forecasts may be considered ""human-expert"" forecasts and do not
qualify as AI/ML approaches, although they can be used as an indicator of human
expert performance. We are interested in supporting AI/ML research in epidemic
forecasting which can lead to scalable forecasting without human intervention.
Which modeling technique, learning strategy, and data pre-processing technique
work well for epidemic forecasting is still an open problem. To help advance
the state-of-the-art AI/ML applied to epidemiology, a benchmark with a
collection of performance points is needed and the current ""state-of-the-art""
techniques need to be identified. We propose EpiBench a platform consisting of
community-driven benchmarks for AI/ML applied to epidemic forecasting to
standardize the challenge with a uniform evaluation protocol. In this paper, we
introduce a prototype of EpiBench which is currently running and accepting
submissions for the task of forecasting COVID-19 cases and deaths in the US
states and We demonstrate that we can utilize the prototype to develop an
ensemble relying on fully automated epidemic forecasts (no human intervention)
that reaches human-expert level ensemble currently being used by the CDC.
",Ajitesh Srivastava|Tianjian Xu|Viktor K. Prasanna,NA,http://arxiv.org/abs/2102.02842v1,http://arxiv.org/pdf/2102.02842v1,NA,"8 pages, 6 figures. Accepted at the 5th International Workshop on
  Health Intelligence in conjunction with the Thirty-Fifth AAAI Conference on
  Artificial Intelligence (AAAI-21)",NA,NA,cs.LG,cs.LG|cs.AI
2009.05749v4,2020-09-12T08:42:25Z,2020-11-02T13:39:52Z,"Realistic estimate of the Covid-19 incidence and mortality rate in
  France","Large scale virological testing of SARS-Cov2 is implemented since May 2020 in
France. We assume that the positivity of asymptomatic people not being contact
cases (ANBC) is representative of the positivity of the whole French
population, which allows estimating the real incidence. We estimate, using
Sant\'e Public France reports, that the incidence at the beginning of August
was about 0.8% and rose to about 2.4% of the total population at the beginning
of September. This corresponds to about 1.6 million people simultaneously
infected and 230.000 new infections each day. These evaluations allow to deduce
that intensive care units (ICU) admission rate and infection fatality rate
(IFR) dropped by one order of magnitude since March, and are currently 0.036%
and 0.027% respectively. Basic simulations of the outbreak evolution based on
the hypothesis of negligible reinfection probability are performed for France,
Ile de France, Puy de Dome, Bouches du Rhone and Grand Est. These simulations
are using a reproduction rate (R) constant over time ranging from 1.3 to 1.45
(1.15 in Grand Est). They use an estimation of the number of infection which
occurred during the first wave. These simulations also use the estimated
incidence, which by reducing the susceptible population weeks after weeks
induces a saturation of the otherwise exponential growth of the outbreak. An
incidence peak of 3.5 % is expected at week 39 for France. The calculated total
number of ICU admission and deaths during the second wave are 9000 and 7000
respectively for R=1.3. The cumulative incidence over the two waves is computed
close to 60% for R=1.3 and 70% for R=1.4. This suggests that if individual
immunity exists, herd immunity is likely to be achieved in France by the end of
October 2020. We conclude that Covid-19 is much more spread than previously
thought, but its severity became limited since the end of the first wave.
",Guillaume Malpuech|Anne Tournadre|Francois Berry|Laurent Gerbaud,NA,http://arxiv.org/abs/2009.05749v4,http://arxiv.org/pdf/2009.05749v4,NA,"21 pages, 7 figures",NA,NA,q-bio.PE,q-bio.PE
2007.08223v1,2020-07-16T09:49:49Z,2020-07-16T09:49:49Z,"An Efficient Mixture of Deep and Machine Learning Models for COVID-19
  and Tuberculosis Detection Using X-Ray Images in Resource Limited Settings","Clinicians in the frontline need to assess quickly whether a patient with
symptoms indeed has COVID-19 or not. The difficulty of this task is exacerbated
in low resource settings that may not have access to biotechnology tests.
Furthermore, Tuberculosis (TB) remains a major health problem in several low-
and middle-income countries and its common symptoms include fever, cough and
tiredness, similarly to COVID-19. In order to help in the detection of
COVID-19, we propose the extraction of deep features (DF) from chest X-ray
images, a technology available in most hospitals, and their subsequent
classification using machine learning methods that do not require large
computational resources. We compiled a five-class dataset of X-ray chest images
including a balanced number of COVID-19, viral pneumonia, bacterial pneumonia,
TB, and healthy cases. We compared the performance of pipelines combining 14
individual state-of-the-art pre-trained deep networks for DF extraction with
traditional machine learning classifiers. A pipeline consisting of ResNet-50
for DF computation and ensemble of subspace discriminant classifier was the
best performer in the classification of the five classes, achieving a detection
accuracy of 91.6+ 2.6% (accuracy + 95% Confidence Interval). Furthermore, the
same pipeline achieved accuracies of 98.6+1.4% and 99.9+0.5% in simpler
three-class and two-class classification problems focused on distinguishing
COVID-19, TB and healthy cases; and COVID-19 and healthy images, respectively.
The pipeline was computationally efficient requiring just 0.19 second to
extract DF per X-ray image and 2 minutes for training a traditional classifier
with more than 2000 images on a CPU machine. The results suggest the potential
benefits of using our pipeline in the detection of COVID-19, particularly in
resource-limited settings and it can run with limited computational resources.
",Ali H. Al-Timemy|Rami N. Khushaba|Zahraa M. Mosa|Javier Escudero,NA,http://arxiv.org/abs/2007.08223v1,http://arxiv.org/pdf/2007.08223v1,NA,"The final constructed dataset named COVID-19 five-class balanced
  dataset is available from:
  https://drive.google.com/drive/folders/1toMymyHTy0DR_fyE7hjO3LSBGWtVoPNf?usp=sharing",NA,NA,eess.IV,eess.IV|cs.CV|cs.LG
2104.12909v2,2021-04-26T23:18:34Z,2021-06-28T12:37:09Z,"Algorithm is Experiment: Machine Learning, Market Design, and Policy
  Eligibility Rules","Algorithms produce a growing portion of decisions and recommendations both in
policy and business. Such algorithmic decisions are natural experiments
(conditionally quasi-randomly assigned instruments) since the algorithms make
decisions based only on observable input variables. We use this observation to
develop a treatment-effect estimator for a class of stochastic and
deterministic decision-making algorithms. Our estimator is shown to be
consistent and asymptotically normal for well-defined causal effects. A key
special case of our estimator is a multidimensional regression discontinuity
design. We apply our estimator to evaluate the effect of the Coronavirus Aid,
Relief, and Economic Security (CARES) Act, where more than \$175 billion worth
of relief funding is allocated to hospitals via an algorithmic rule. Our
estimates suggest that the relief funding has little effect on COVID-19-related
hospital activity levels. Naive OLS and IV estimates exhibit substantial
selection bias.
",Yusuke Narita|Kohei Yata,NA,http://arxiv.org/abs/2104.12909v2,http://arxiv.org/pdf/2104.12909v2,NA,NA,NA,NA,econ.EM,econ.EM|cs.LG|stat.ME|stat.ML
2004.07738v2,2020-04-16T16:22:25Z,2020-06-08T15:10:29Z,"Inversion of a SIR-based model: a critical analysis about the
  application to COVID-19 epidemic","Calibration of a SIR (Susceptibles-Infected-Recovered) model with official
international data for the COVID-19 pandemics provides a good example of the
difficulties inherent the solution of inverse problems. Inverse modeling is set
up in a framework of discrete inverse problems, which explicitly considers the
role and the relevance of data. Together with a physical vision of the model,
the present work addresses numerically the issue of parameters calibration in
SIR models, it discusses the uncertainties in the data provided by
international authorities, how they influence the reliability of calibrated
model parameters and, ultimately, of model predictions.
",Mauro Giudici|Alessandro Comunian|Romina Gaburro,NA,http://arxiv.org/abs/2004.07738v2,http://arxiv.org/pdf/2004.07738v2,NA,NA,NA,NA,q-bio.PE,"q-bio.PE|physics.soc-ph|92B05,"
2005.12170v2,2020-05-25T15:33:00Z,2020-06-02T14:11:20Z,"Modelling provincial Covid-19 epidemic data in Italy using an adjusted
  time-dependent SIRD model","In this paper we develop a predictive model for the spread of COVID-19
infection at a provincial (i.e. EU NUTS-3) level in Italy by using official
data from the Italian Ministry of Health integrated with data extracted from
daily official press conferences of regional authorities and from local
newspaper websites. This integration is mainly concerned with COVID-19 cause
specific death data which are not available at NUTS-3 level from open official
data data channels. An adjusted time-dependent SIRD model is used to predict
the behavior of the epidemic, specifically the number of susceptible, infected,
deceased and recovered people. Predictive model performance is evaluated using
comparison with real data.
",Luisa Ferrari|Giuseppe Gerardi|Giancarlo Manzi|Alessandra Micheletti|Federica Nicolussi|Elia Biganzoli|Silvia Salini,NA,http://arxiv.org/abs/2005.12170v2,http://arxiv.org/pdf/2005.12170v2,NA,NA,NA,NA,stat.AP,stat.AP|physics.soc-ph|q-bio.PE
2006.00971v2,2020-05-29T17:55:02Z,2021-03-22T14:17:02Z,"Internet search effort on Covid-19 and the underlying public
  interventions and epidemiological status","Disease spread is a complex phenomenon requiring an interdisciplinary
approach. Covid-19 exhibited a global spatial spread in a very short time frame
resulting in a global pandemic. Data of web search effort in Greece on Covid-19
as a topic for one year on a weekly temporal scale were analyzed using
governmental intervention measures such a s school closures, movement
restrictions, national and international travelling restrictions, stay at home
requirements, mask requirements, financial support measures, and
epidemiological variables such as new cases and new deaths as potential
explanatory covariates. The relationship between web search effort on Covid-19
and the 16 in total explanatory covariates was analyzed with machine learning.
Web search in time was compared with the corresponding epidemiological
situation, expressed by the Rt at the same week. Results indicated that the
trained model exhibited a fit of R2 = 91% between the actual and predicted web
search effort. The top five variables for predicting web search effort were new
deaths, the opening of international borders to non-Greek nationals, new cases,
testing policy, and restrictions in internal movements. Web search peaked
during the same weeks that the Rt was peaking although new deaths or new cases
were not peaking during those dates, and Rt rarely is reported in public media.
As both web search effort and Rt peaked during 1-15 August 2020, the peak of
the tourist season, the implications of this are discussed.
",Aristides Moustakas,NA,http://arxiv.org/abs/2006.00971v2,http://arxiv.org/pdf/2006.00971v2,NA,NA,NA,NA,q-bio.PE,q-bio.PE|q-bio.QM|stat.AP
2011.05136v2,2020-11-09T10:42:53Z,2021-04-13T14:55:55Z,"Application and Comparison of Deep Learning Methods in the Prediction of
  RNA Sequence Degradation and Stability","mRNA vaccines are receiving increased interest as potential alternatives to
conventional methods for the prevention of several diseases, including
Covid-19. This paper proposes and evaluates three deep learning models (Long
Short Term Memory networks, Gated Recurrent Unit networks, and Graph
Convolutional Networks) as a method to predict the stability/reactivity and
risk of degradation of sequences of RNA. These predictions can be very useful
in the development of mRNA vaccines as they can reduce the number of sequences
synthesized and tested by helping to identify the most promising candidates.
Reasonably accurate results were able to be generated with the Graph
Convolutional Network being the best predictor of reactivity (RMSE = 0.249)
while the Gated Recurrent Unit Network was the best at predicting risks of
degradation under various circumstances (RMSE = 0.266). Overall, combining all
target variables, the GRU performed the best with an accuracy value of 76%.
Results suggest feasibility of applying such methods in mRNA vaccine research
in the near future.
",Ankit Singhal,NA,http://arxiv.org/abs/2011.05136v2,http://arxiv.org/pdf/2011.05136v2,NA,"24 pages, 17 figures - Updated Second Version after Review",NA,NA,q-bio.QM,q-bio.QM|cs.LG
2106.14885v1,2021-06-28T10:03:11Z,2021-06-28T10:03:11Z,"Overview of BioASQ 2021: The ninth BioASQ challenge on Large-Scale
  Biomedical Semantic Indexing and Question Answering","Advancing the state-of-the-art in large-scale biomedical semantic indexing
and question answering is the main focus of the BioASQ challenge. BioASQ
organizes respective tasks where different teams develop systems that are
evaluated on the same benchmark datasets that represent the real information
needs of experts in the biomedical domain. This paper presents an overview of
the ninth edition of the BioASQ challenge in the context of the Conference and
Labs of the Evaluation Forum (CLEF) 2021. In this year, a new question
answering task, named Synergy, is introduced to support researchers studying
the COVID-19 disease and measure the ability of the participating teams to
discern information while the problem is still developing. In total, 42 teams
with more than 170 systems were registered to participate in the four tasks of
the challenge. The evaluation results, similarly to previous years, show a
performance gain against the baselines which indicates the continuous
improvement of the state-of-the-art in this field.
",Anastasios Nentidis|Georgios Katsimpras|Eirini Vandorou|Anastasia Krithara|Luis Gasco|Martin Krallinger|Georgios Paliouras,NA,http://arxiv.org/abs/2106.14885v1,http://arxiv.org/pdf/2106.14885v1,NA,"25 pages, 15 tables, 3 figures. arXiv admin note: text overlap with
  arXiv:2106.14618",NA,NA,cs.CL,cs.CL|cs.AI|cs.IR
