id,submitted,updated,title,abstract,authors,affiliations,link_abstract,link_pdf,link_doi,comment,journal_ref,doi,primary_category,categories,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements
1907.07318v2,2019-07-17T03:58:58Z,2020-04-07T15:22:42Z,"How much two-photon exchange is needed to resolve the proton form factor
  discrepancy?","One possible explanation for the proton form factor discrepancy is a
contribution to the elastic electron-proton cross section from hard two-photon
exchange (TPE), a typically neglected radiative correction. Hard TPE cannot be
calculated in a model-independent way, but it can be determined experimentally
by looking for deviations from unity in the ratio of positron-proton to
electron-proton cross sections. Three recent experiments have measured this
cross section ratio to quantify hard TPE. To interpret the results of these
experiments, it is germane to ask: 'How large of a deviation from unity is
necessary to fully resolve the form factor discrepancy?' With a minimal set of
assumptions and using global fits to unpolarized and polarized elastic
scattering data, I estimate the necessary size of the TPE correction in the
kinematics of the three recent experiments and compare to their measurements. I
find wide variation when using different global fits, implying that the
magnitude of the form factor discrepancy is not well-constrained. The recent
hard TPE measurements can easily accommodate the hypothesis that TPE underlies
the proton form factor discrepancy.
",Axel Schmidt,NA,http://arxiv.org/abs/1907.07318v2,http://arxiv.org/pdf/1907.07318v2,http://dx.doi.org/10.1088/1361-6471/ab7ec1,"6 pages, 4 figures (6 panels)","Journal of Physics G: Nuclear and Particle Physics, Volume 47,
  Number 5 (2020) 055109",10.1088/1361-6471/ab7ec1,nucl-ex,nucl-ex,1907.07318v2.txt,0,,0,,
1909.01653v1,2019-09-04T09:40:39Z,2019-09-04T09:40:39Z,Two-Branch Fiber Link for International Clock Networks,"We present our work on realizing two-branch fiber links enabling
multiple-partner clock comparisons in Europe. We report in detail on the setup
connecting two long haul links, and report for the relative frequency stability
and accuracy. We report on a combined uptime of 90% for our dual-branch link
during almost one month. We finally discuss the combined uncertainty
contribution of the ensemble of the link architecture to a clock comparison. We
show that the frequency transfer uncertainty is 2 x 10 --19 .
",Dan Xu|Etienne Cantin|Florian Frank|Nicolas Quintin|Frédéric Meynadier|Philip Tuckey|Anne Amy-Klein|Olivier Lopez|Paul-Eric Pottie,"LNE - SYRTE|LNE - SYRTE, LPL|LNE - SYRTE|LNE - SYRTE|LNE - SYRTE|LNE - SYRTE|LPL|LPL|LNE - SYRTE",http://arxiv.org/abs/1909.01653v1,http://arxiv.org/pdf/1909.01653v1,http://dx.doi.org/10.1109/TIM.2018.2886865,NA,"IEEE Transactions on Instrumentation and Measurement, Institute of
  Electrical and Electronics Engineers, 2019, 68 (6), pp.2195-2200",10.1109/TIM.2018.2886865,quant-ph,quant-ph|physics.ins-det,1909.01653v1.txt,0,,0,,
1908.04343v1,2019-08-12T19:23:52Z,2019-08-12T19:23:52Z,"En busca de los efectos gravitacionales de Birkhoff: la
  ultracentrıfuga transelastica","This work reviews the origin, development, completion, and outcome of a
trans-elastic ultracentrifuge project of Mexico's Nuclear Center through 1971
to 1986. The project had its origin in the search for an effect that supposedly
would validate Birkhoff's gravity theory over Einstein's General Relativity.
For this purpose an extraordinary ultracentrifuge was built which deserved the
1973 National Award for Instruments (Mexico). The ultracentrifuge was also used
to investigate the feasibility of uranium enrichment by solid state
centrifugation. Highly enriched uranium was obtained, but in small quantities.
",S. Galindo|C. Cabrera|Jorge L. Cervantes-Cota,NA,http://arxiv.org/abs/1908.04343v1,http://arxiv.org/pdf/1908.04343v1,NA,"27 pages, in Spanish",Rev. Mex. Fis. E 59 (2013) 101,NA,physics.hist-ph,physics.hist-ph,1908.04343v1.txt,0,,0,,
1903.11109v1,2019-03-26T18:45:29Z,2019-03-26T18:45:29Z,"Non-cancellation of the parity anomaly in the strong-field regime of
  QED$_{2+1}$","Quantum fluctuations lead to an anomalous violation of parity symmetry in
quantum electrodynamics for an even number of spatial dimensions. While the
leading parity-odd electric current vanishes in vacuum, we uncover a
non-cancellation of the anomaly for strong electric fields with distinct
macroscopic signatures. We perform real-time lattice simulations with fully
dynamical gauge fields and Wilson fermions in $2+1$ space-time dimensions. In
the static field limit, relevant at early times, we solve the problem
analytically. Our results point out the fundamental role of quantum anomalies
for strong-field phenomena, relevant for a wide range of condensed matter and
high-energy applications, but also for the next generation of gauge theory
quantum simulators.
",Robert Ott|Torsten V. Zache|Niklas Mueller|Jürgen Berges,NA,http://arxiv.org/abs/1903.11109v1,http://arxiv.org/pdf/1903.11109v1,http://dx.doi.org/10.1016/j.physletb.2020.135459,"6 pages, 4 figures",NA,10.1016/j.physletb.2020.135459,cond-mat.quant-gas,cond-mat.quant-gas|hep-lat|hep-ph,1903.11109v1.txt,0,,0,,
1905.09753v2,2019-05-23T16:19:04Z,2019-09-18T13:57:55Z,"An embedded-hybridized discontinuous Galerkin method for the coupled
  Stokes-Darcy system","We introduce an embedded-hybridized discontinuous Galerkin (EDG-HDG) method
for the coupled Stokes-Darcy system. This EDG-HDG method is a pointwise
mass-conserving discretization resulting in a divergence-conforming velocity
field on the whole domain. In the proposed scheme, coupling between the Stokes
and Darcy domains is achieved naturally through the EDG-HDG facet variables.
\emph{A priori} error analysis shows optimal convergence rates, and that the
velocity error does not depend on the pressure. The error analysis is verified
through numerical examples on unstructured grids for different orders of
polynomial approximation.
",Aycil Cesmelioglu|Sander Rhebergen|Garth N. Wells,NA,http://arxiv.org/abs/1905.09753v2,http://arxiv.org/pdf/1905.09753v2,NA,NA,NA,NA,math.NA,"math.NA|cs.NA|65N12, 65N15, 65N30, 76D07, 76S99",1905.09753v2.txt,0,,0,,
1912.00788v1,2019-12-02T13:58:54Z,2019-12-02T13:58:54Z,On secant dimensions and identifiability of Flag varieties,"We investigate the secant dimensions and the identifiablity of flag varieties
parametrizing flag of sub vector spaces of a fixed vector space. We give
numerical conditions ensuring that secant varieties of flag varieties have the
expected dimension, and that a general point on these secant varieties is
identifiable.
",Ageu Barbosa Freire|Alex Casarotti|Alex Massarenti,NA,http://arxiv.org/abs/1912.00788v1,http://arxiv.org/pdf/1912.00788v1,NA,NA,NA,NA,math.AG,"math.AG|math.DG|14N05, 14N15, 14M15 (Primary), 14E05, 15A69, 15A75 (Secondary)",1912.00788v1.txt,0,,0,,
1906.06206v3,2019-06-14T13:53:47Z,2019-11-19T13:59:34Z,"Ergodicity probes: using time-fluctuations to measure the Hilbert space
  dimension","Quantum devices, such as quantum simulators, quantum annealers, and quantum
computers, may be exploited to solve problems beyond what is tractable with
classical computers. This may be achieved as the Hilbert space available to
perform such `calculations' is far larger than that which may be classically
simulated. In practice, however, quantum devices have imperfections, which may
limit the accessibility to the whole Hilbert space. We thus determine that the
dimension of the space of quantum states that are available to a quantum device
is a meaningful measure of its functionality, though unfortunately this
quantity cannot be directly experimentally determined. Here we outline an
experimentally realisable approach to obtaining the required Hilbert space
dimension of such a device to compute its time evolution, by exploiting the
thermalization dynamics of a probe qubit. This is achieved by obtaining a
fluctuation-dissipation theorem for high-temperature chaotic quantum systems,
which facilitates the extraction of information on the Hilbert space dimension
via measurements of the decay rate, and time-fluctuations.
",Charlie Nation|Diego Porras,NA,http://arxiv.org/abs/1906.06206v3,http://arxiv.org/pdf/1906.06206v3,http://dx.doi.org/10.22331/q-2019-12-02-207,"Accepted version in Quantum. Additional proof of self-averaging.
  Updated typo in Fig. 1. 16 + 13 pages, 5 + 2 figures","Quantum 3, 207 (2019)",10.22331/q-2019-12-02-207,quant-ph,quant-ph|cond-mat.stat-mech,1906.06206v3.txt,0,,0,,
1904.10530v2,2019-04-23T21:00:00Z,2019-05-02T05:03:10Z,Six Years of Sustained Activity from Active Asteroid (6478) Gault,"We present archival observations demonstrating that main belt asteroid (6478)
Gault has an extensive history of comet-like activity. Outbursts have taken
place during multiple epochs since 2013 and at distances extending as far as
2.68 au, nearly aphelion. (6478) Gault is a member of the predominately S-type
(i.e., volatile-poor) Phocaea family; no other main belt object of this type
has ever shown more than a single activity outburst. Furthermore, our data
suggest that this is the longest duration of activity caused by a body spinning
near the rotational breakup barrier. If activity is indeed unrelated to
volatiles, as appears to be the case, (6478) Gault represents a new class of
object, perpetually active due to rotational spin-up.
",Colin Orion Chandler|Jay Kueny|Annika Gustafsson|Chadwick A. Trujillo|Tyler D. Robinson|David E. Trilling,NA,http://arxiv.org/abs/1904.10530v2,http://arxiv.org/pdf/1904.10530v2,NA,"14 pages, accepted by Astrophysical Journal Letters; Revised 2019 May
  01",NA,NA,astro-ph.EP,astro-ph.EP,1904.10530v2.txt,0,,0,,
1907.02279v5,2019-07-04T08:53:36Z,2020-12-24T21:39:13Z,"Formal expansions in stochastic model for wave turbulence 2: method of
  diagram decomposition","We continue the study of small amplitude solutions of the damped/driven cubic
NLS equation, written as formal series in the amplitude, initiated in our
previous work [Formal expansions in stochastic model for wave turbulence 1:
kinetic limit, arXiv:1907.04531]. We are interested in behaviour of the formal
series under the wave turbulence limit ""the amplitude goes to zero, while the
space-period goes to infinity""
",Andrey Dymov|Sergei Kuksin,NA,http://arxiv.org/abs/1907.02279v5,http://arxiv.org/pdf/1907.02279v5,NA,"52 pages; in comparison with the previous version presentation is
  improved and some flaws are fixed",NA,NA,math-ph,math-ph|math.AP|math.MP,1907.02279v5.txt,0,,0,,
1904.07102v3,2019-04-15T15:05:45Z,2021-04-30T19:17:10Z,"An infinitesimal variant of Guo-Jacquet trace formula I: the case of
  $(GL_{2n,D}, GL_{n,D}\times GL_{n,D})$","We establish an infinitesimal variant of Guo-Jacquet trace formula for the
case of $(GL_{2n,D}, GL_{n,D}\times GL_{n,D})$. It is a kind of Poisson
summation formula obtained by an analogue of Arthur's truncation process. It
consists in the equality of the sums of two types of distributions which are
non-equivariant in general: one type is associated to rational points in the
categorical quotient, while the other type is the Fourier transform of the
first type. For regular semi-simple points in the categorical quotient, we
obtain weighted orbital integrals.
",Huajie Li,NA,http://arxiv.org/abs/1904.07102v3,http://arxiv.org/pdf/1904.07102v3,NA,42 pages; revision according to the referee report,NA,NA,math.NT,math.NT|math.RT,1904.07102v3.txt,0,,0,,
1909.04860v1,2019-09-11T05:46:58Z,2019-09-11T05:46:58Z,Deep Elastic Networks with Model Selection for Multi-Task Learning,"In this work, we consider the problem of instance-wise dynamic network model
selection for multi-task learning. To this end, we propose an efficient
approach to exploit a compact but accurate model in a backbone architecture for
each instance of all tasks. The proposed method consists of an estimator and a
selector. The estimator is based on a backbone architecture and structured
hierarchically. It can produce multiple different network models of different
configurations in a hierarchical structure. The selector chooses a model
dynamically from a pool of candidate models given an input instance. The
selector is a relatively small-size network consisting of a few layers, which
estimates a probability distribution over the candidate models when an input
instance of a task is given. Both estimator and selector are jointly trained in
a unified learning framework in conjunction with a sampling-based learning
strategy, without additional computation steps. We demonstrate the proposed
approach for several image classification tasks compared to existing approaches
performing model selection or learning multiple tasks. Experimental results
show that our approach gives not only outstanding performance compared to other
competitors but also the versatility to perform instance-wise model selection
for multiple tasks.
",Chanho Ahn|Eunwoo Kim|Songhwai Oh,NA,http://arxiv.org/abs/1909.04860v1,http://arxiv.org/pdf/1909.04860v1,NA,ICCV 2019,NA,NA,cs.CV,cs.CV|cs.LG,1909.04860v1.txt,0,,0,,
1910.01299v3,2019-10-03T04:27:49Z,2019-11-20T05:17:41Z,"Hitachi at MRP 2019: Unified Encoder-to-Biaffine Network for
  Cross-Framework Meaning Representation Parsing","This paper describes the proposed system of the Hitachi team for the
Cross-Framework Meaning Representation Parsing (MRP 2019) shared task. In this
shared task, the participating systems were asked to predict nodes, edges and
their attributes for five frameworks, each with different order of
""abstraction"" from input tokens. We proposed a unified encoder-to-biaffine
network for all five frameworks, which effectively incorporates a shared
encoder to extract rich input features, decoder networks to generate anchorless
nodes in UCCA and AMR, and biaffine networks to predict edges. Our system was
ranked fifth with the macro-averaged MRP F1 score of 0.7604, and outperformed
the baseline unified transition-based MRP. Furthermore, post-evaluation
experiments showed that we can boost the performance of the proposed system by
incorporating multi-task learning, whereas the baseline could not. These imply
efficacy of incorporating the biaffine network to the shared architecture for
MRP and that learning heterogeneous meaning representations at once can boost
the system performance.
",Yuta Koreeda|Gaku Morio|Terufumi Morishita|Hiroaki Ozaki|Kohsuke Yanai,NA,http://arxiv.org/abs/1910.01299v3,http://arxiv.org/pdf/1910.01299v3,http://dx.doi.org/10.18653/v1/K19-2011,"13 pages, 3 figures","in Proceedings of the Shared Task on Cross-Framework Meaning
  Representation Parsing at the 2019 Conference on Natural Language Learning",10.18653/v1/K19-2011,cs.CL,cs.CL|cs.LG,1910.01299v3.txt,0,,0,,
1902.06137v1,2019-02-16T18:54:18Z,2019-02-16T18:54:18Z,"High-Speed Train Cell-less Network Enabled by XGS-PON and Impacts on
  vRAN Split Interface Transmission","We successfully demonstrate a transmission of a high layer split mobile
interface for cell-less, high-speed train network applications using a
commercially available XGS-PON. Operation is also demonstrated for a GbE
interface.
",Anas El Ankouri|Luiz Neto|Gaël Simon|Hugues Le Bras|Ali Sanhaji|P. Chanclou,IMT Atlantique|||||,http://arxiv.org/abs/1902.06137v1,http://arxiv.org/pdf/1902.06137v1,NA,NA,"OFC 2019 (Optical Fiber Conference), Mar 2019, San Diego, United
  States",NA,cs.NI,cs.NI,1902.06137v1.txt,0,,0,,
1906.04078v3,2019-06-10T15:45:54Z,2020-01-29T20:11:25Z,A Time-Series Distribution Test System Based on Real Utility Data,"In this paper, we provide a time-series distribution test system. This test
system is a fully observable distribution grid in Midwest U.S. with smart
meters (SM) installed at all end users. Our goal is to share a real U.S.
distribution grid model without modification. This grid model is comprehensive
and representative since it consists of both overhead lines and underground
cables, and it has standard distribution grid components such as capacitor
banks, line switches, substation transformers with load tap changer and
secondary distribution transformers. An important uniqueness of this grid model
is it has one-year smart meter measurements at all nodes, thus bridging the gap
between existing test feeders and quasi-static time-series based distribution
system analysis.
",Fankun Bu|Yuxuan Yuan|Zhaoyu Wang|Kaveh Dehghanpour|Anne Kimber,NA,http://arxiv.org/abs/1906.04078v3,http://arxiv.org/pdf/1906.04078v3,http://dx.doi.org/10.1109/NAPS46351.2019.8999982,NA,NA,10.1109/NAPS46351.2019.8999982,eess.SP,eess.SP,1906.04078v3.txt,0,,0,,
1912.09445v2,2019-12-19T18:23:27Z,2020-09-14T18:21:47Z,"FIBS: A Generic Framework for Classifying Interval-based Temporal
  Sequences","We study the problem of classifying interval-based temporal sequences
(IBTSs). Since common classification algorithms cannot be directly applied to
IBTSs, the main challenge is to define a set of features that effectively
represents the data such that classifiers can be applied. Most prior work
utilizes frequent pattern mining to define a feature set based on discovered
patterns. However, frequent pattern mining is computationally expensive and
often discovers many irrelevant patterns. To address this shortcoming, we
propose the FIBS framework for classifying IBTSs. FIBS extracts features
relevant to classification from IBTSs based on relative frequency and temporal
relations. To avoid selecting irrelevant features, a filter-based selection
strategy is incorporated into FIBS. Our empirical evaluation on eight
real-world datasets demonstrates the effectiveness of our methods in practice.
The results provide evidence that FIBS effectively represents IBTSs for
classification algorithms, which contributes to similar or significantly better
accuracy compared to state-of-the-art competitors. It also suggests that the
feature selection strategy is beneficial to FIBS's performance.
",S. Mohammad Mirbagheri|Howard J. Hamilton,NA,http://arxiv.org/abs/1912.09445v2,http://arxiv.org/pdf/1912.09445v2,http://dx.doi.org/10.1007/978-3-030-59065-9_24,"In: Big Data Analytics and Knowledge Discovery. DaWaK 2020. Springer,
  Cham","22nd International Conference on Big Data Analytics and Knowledge
  Discovery (DaWaK), Bratislava, Slovakia, September 14-17, 2020. Springer,
  Cham",10.1007/978-3-030-59065-9_24,cs.LG,cs.LG|cs.AI|stat.ML,1912.09445v2.txt,0,,0,,
1909.12094v1,2019-09-24T18:48:32Z,2019-09-24T18:48:32Z,Factorizations of surjective maps of connected quandles,"We consider the problem of when one quandle homomorphism will factor through
another, restricting our attention to the case where all quandles involved are
connected. We provide a complete solution to the problem for surjective quandle
homomorphisms using the structure theorem for connected quandles of Ehrman et
al. (2008) and the factorization system for surjective quandle homomorphsims of
Bunch et al. (2010) as our primary tools. The paper contains the substantive
results obtained by an REU research group consisting of the first four authors
under the mentorship of the fifth, and was supported by National Science
Foundation, grant DMS-1659123.
",T. Braun|C. Crotwell|A. Liu|P. Weston|D. N. Yetter,NA,http://arxiv.org/abs/1909.12094v1,http://arxiv.org/pdf/1909.12094v1,http://dx.doi.org/10.2140/involve.2021.14.53,14 pages,Involve 14 (2021) 53-64,10.2140/involve.2021.14.53,math.GR,"math.GR|20N05, 57M25",1909.12094v1.txt,0,,0,,
1905.10985v2,2019-05-27T06:05:16Z,2020-02-01T04:46:25Z,"AI-GAs: AI-generating algorithms, an alternate paradigm for producing
  general artificial intelligence","Perhaps the most ambitious scientific quest in human history is the creation
of general artificial intelligence, which roughly means AI that is as smart or
smarter than humans. The dominant approach in the machine learning community is
to attempt to discover each of the pieces required for intelligence, with the
implicit assumption that some future group will complete the Herculean task of
figuring out how to combine all of those pieces into a complex thinking
machine. I call this the ""manual AI approach"". This paper describes another
exciting path that ultimately may be more successful at producing general AI.
It is based on the clear trend in machine learning that hand-designed solutions
eventually are replaced by more effective, learned solutions. The idea is to
create an AI-generating algorithm (AI-GA), which automatically learns how to
produce general AI. Three Pillars are essential for the approach: (1)
meta-learning architectures, (2) meta-learning the learning algorithms
themselves, and (3) generating effective learning environments. I argue that
either approach could produce general AI first, and both are scientifically
worthwhile irrespective of which is the fastest path. Because both are
promising, yet the ML community is currently committed to the manual approach,
I argue that our community should increase its research investment in the AI-GA
approach. To encourage such research, I describe promising work in each of the
Three Pillars. I also discuss AI-GA-specific safety and ethical considerations.
Because it it may be the fastest path to general AI and because it is
inherently scientifically interesting to understand the conditions in which a
simple algorithm can produce general AI (as happened on Earth where Darwinian
evolution produced human intelligence), I argue that the pursuit of AI-GAs
should be considered a new grand challenge of computer science research.
",Jeff Clune,NA,http://arxiv.org/abs/1905.10985v2,http://arxiv.org/pdf/1905.10985v2,NA,NA,NA,NA,cs.AI,cs.AI,1905.10985v2.txt,0,,0,,
1902.07965v1,2019-02-21T11:06:16Z,2019-02-21T11:06:16Z,Analysis of Recent Attacks based on Social Engineering Techniques,"This paper attempts to strengthen the pursued research on social engineering
(SE) threat identification, and control, by means of the author's illustrated
classification, which includes attack types, determining the degree of possible
harm to each types of possible, known attacks, countermeasures by types of
threats that leads to loss of personal or corporate confidential information
(user id, passwords, closed documentation). Further, this analytical study will
become the starting point for deeper, practically oriented and tested research.
",V. Y. Sokolov|O. Y. Korzhenko,NA,http://arxiv.org/abs/1902.07965v1,http://arxiv.org/pdf/1902.07965v1,http://dx.doi.org/10.5281/zenodo.2575459,NA,NA,10.5281/zenodo.2575459,cs.CR,cs.CR,1902.07965v1.txt,0,,0,,
1902.02770v3,2019-02-07T18:54:34Z,2020-01-15T01:27:12Z,A comparison principle for random walk on dynamical percolation,"We consider the model of random walk on dynamical percolation introduced by
Peres, Stauffer and Steif (2015). We obtain comparison results for this model
for hitting and mixing times and for the spectral-gap and log-Sobolev constant
with the corresponding quantities for simple random walk on the underlying
graph $G$, for general graphs. When $G$ is the torus $\mathbb{Z}_n^d$, we
recover the results of Peres et al. and we also extend them to the critical
case. We also obtain bounds in the cases where $G$ is a transitive graph of
moderate growth and also when it is the hypercube.
",Jonathan Hermon|Perla Sousi,NA,http://arxiv.org/abs/1902.02770v3,http://arxiv.org/pdf/1902.02770v3,NA,"40 pages. Submitted. This is a revised version of the previously
  titled ""Random walk on dynamical percolation"". Section 2 was substantially
  extended",NA,NA,math.PR,"math.PR|Primary: 60F05, 60G50. Secondary: 60K35, 60K37",1902.02770v3.txt,0,,0,,
1905.04349v1,2019-05-10T19:16:26Z,2019-05-10T19:16:26Z,Subpacketization-Rate Trade-off in Multi-Antenna Coded Caching,"Coded caching can be applied in wireless multi-antenna communications by
multicast beamforming coded data chunks to carefully selected user groups and
using the existing file fragments in user caches to decode the desired files at
each user. However, the number of packets a file should be split into, known as
subpacketization, grows exponentially with the network size. We provide a new
scheme, which enables the level of subpacketization to be selected freely among
a set of predefined values depending on basic network parameters such as
antenna and user count. A simple efficiency index is also proposed as a
performance indicator at various subpacketization levels. The numerical
examples demonstrate that larger subpacketization generally results in better
efficiency index and higher symmetric rate, while smaller subpacketization
incurs significant loss in the achievable rate. This enables more efficient
caching schemes, tailored to the available computational and power resources.
",MohammadJavad Salehi|Antti Tölli|Seyed Pooya Shariatpanahi|Jarkko Kaleva,NA,http://arxiv.org/abs/1905.04349v1,http://arxiv.org/pdf/1905.04349v1,NA,NA,NA,NA,cs.IT,cs.IT|cs.NI|math.IT,1905.04349v1.txt,0,,0,,
1908.06867v2,2019-08-19T15:05:05Z,2019-08-24T12:49:18Z,Commuting graph of $A$-orbits,"Let $A$ be a finite group acting by automorphisms on the finite group $G$. We
introduce the commuting graph $\Gamma (G,A)$ of this action and study some
questions related to the structure of $G$ under certain graph theoretical
conditions on $\Gamma (G,A)$.
",İsmail Ş. Güloğlu|Gülin Ercan,NA,http://arxiv.org/abs/1908.06867v2,http://arxiv.org/pdf/1908.06867v2,NA,NA,NA,NA,math.GR,math.GR,1908.06867v2.txt,0,,0,,
1902.06561v1,2019-02-18T13:28:34Z,2019-02-18T13:28:34Z,"Microscopic validation of a variational model of epitaxially strained
  crystalline film","A discrete-to-continuum analysis for free-boundary problems related to
crystalline films deposited on substrates is performed by $\Gamma$-convergence.
The discrete model here introduced is characterized by an energy with two
contributions, the surface and the elastic-bulk energy, and it is formally
justified starting from atomistic interactions. The surface energy counts
missing bonds at the film and substrate boundaries, while the elastic energy
models the fact that for film atoms there is a preferred interatomic distance
different from the preferred interatomic distance for substrate atoms. In the
regime of small mismatches between the film and the substrate optimal lattices,
a discrete rigidity estimate is established by regrouping the elastic energy in
triangular-cell energies and by locally applying rigidity estimates from the
literature. This is crucial to establish pre-compactness for sequences with
equibounded energy and to prove that the limiting deformation is one single
rigid motion. By properly matching the convergence scaling of the different
terms in the discrete energy, both surface and elastic contributions appear
also in the resulting continuum limit in agreement (and in a form consistent)
with literature models. Thus, the analysis performed here is a microscopical
justifications of such models.
",Leonard Kreutz|Paolo Piovano,NA,http://arxiv.org/abs/1902.06561v1,http://arxiv.org/pdf/1902.06561v1,NA,NA,NA,NA,math.AP,"math.AP|74K35, 74G65, 49Q20, 49J45",1902.06561v1.txt,0,,0,,
1909.12698v1,2019-09-27T14:13:19Z,2019-09-27T14:13:19Z,THz optical properties of polymethacrylates after thermal annealing,"Polymer based stereolithographic additive manufacturing has been established
for the rapid and low-cost fabrication of THz optical components due to its
ability to construct complex 3D geometries with high resolution. For polymer
based or integrated optics, thermal annealing processes are often used to
optimize material properties. However, despite the growing interest in THz
optics fabricated using stereolithography, the effects of thermal annealing on
the THz dielectric properties of polymethacrylates compatible with
stereolithography has not been studied yet. In this manuscript we report on the
THz ellipsometric response of thermally annealed polymethacrylates prepared
using UV polymerization. Our findings indicate that the investigated
polymethacrylate maintain a stable optical response in THz spectral range from
650 to 950 GHz after thermal annealing at temperatures up to 70 degrees C for
several hours.
",Serang Park|Yanzeng Li|Daniel B. Fullager|Marc Lata|Philipp Kuehne|Vanya Darakchieva|Tino Hofmann,NA,http://arxiv.org/abs/1909.12698v1,http://arxiv.org/pdf/1909.12698v1,http://dx.doi.org/10.1116/1.5122801,NA,NA,10.1116/1.5122801,physics.optics,physics.optics|physics.app-ph,1909.12698v1.txt,0,,0,,
1912.06266v1,2019-12-12T23:45:27Z,2019-12-12T23:45:27Z,"Low activity main belt comet 133P/Elst-Pizarro: New constraints on its
  Albedo, Temperature and Active Mechanism from a thermophysical perspective","133P/Elst-Pizarro is the firstly recognized main-belt comet, but we still
know little about its nucleus. Firstly we use mid-infrared data of
Spitzer-MIPS, Spitzer-IRS and WISE to estimate its effective diameter $D_{\rm
eff}=3.9^{+0.4}_{-0.3}$ km, geometric albedo $p_{\rm v}=0.074\pm0.013$ and mean
Bond albedo $A_{\rm eff,B}=0.024\pm0.004$. The albedo is used to compute 133P's
temperature distribution, which shows significant seasonal variation,
especially polar regions, ranging from $\sim40$ to $\sim200$ K. Based on
current activity observations, the maximum water gas production rate is
estimated to be $\sim1.4\times10^{23}\rm~s^{-1}$, being far weaker than
$\sim10^{26}\rm~s^{-1}$ of JFC 67P at similar helio-centric distance $\sim2.7$
AU, indicating a thick dust mantle on the surface to lower down the gas
production rate. The diameter of the sublimation area may be $<\sim200$ m
according to our model prediction. We thus propose that 133P's activity is more
likely to be caused by sublimation of regional near-surface ice patch rather
than homogeneous buried ice layer. Such small near-surface ice patch might be
exposed by one impact event, before which 133P may be an extinct comet (or
ice-rich asteroid) with ice layer buried below $\sim$40 m depth. The proposed
ice patch may be located somewhere within latitude $-50\sim50^\circ$ by
comparing theoretical variation of sublimation temperature to the constraints
from observations. The time scale to form such a thick dust mantle is estimated
to be $>100$ Myr, indicating that 133P may be more likely to be a relatively
old planetesimals or a member of an old family than a recently formed fragment
of some young family.
",Liang Liang Yu|Chih-Hao Hsia|Wing-Huen Ip,NA,http://arxiv.org/abs/1912.06266v1,http://arxiv.org/pdf/1912.06266v1,http://dx.doi.org/10.3847/1538-3881/ab61f7,"11 pages, 9 figures, accepted for publication in The Astronomical
  Journal",NA,10.3847/1538-3881/ab61f7,astro-ph.EP,astro-ph.EP,1912.06266v1.txt,0,,0,,
1910.05333v4,2019-10-11T17:56:36Z,2021-01-10T01:37:26Z,"Convergence of the rescaled Whittaker stochastic differential equations
  and independent sums","We study some SDEs derived from the $q\to 1$ limit of a 2D surface growth
model called the $q$-Whittaker process. The fluctuations are proven to exhibit
Gaussian characteristics that ""come down from infinity"": After rescaling and
re-centering, convergence to the time-inverted stationary additive stochastic
heat equation holds. The point of view in this paper is a probabilistic
representation of the SDEs by independent sums. By this connection, the normal
and Poisson approximations and the in-between slow decorrelation, all in
particular integrated forms, explain the convergence of the re-centered
covariance functions. With bounds and divergent constants from these
approximations, the proof of the process-level convergence identifies
additional divergent terms in the dynamics and considers cancellation arguments
that treat the independent sums as discrete spin systems.
",Yu-Ting Chen,NA,http://arxiv.org/abs/1910.05333v4,http://arxiv.org/pdf/1910.05333v4,NA,"48 pages, 2 figures",NA,NA,math.PR,math.PR|math-ph|math.MP,1910.05333v4.txt,0,,0,,
1911.00621v3,2019-11-02T00:49:26Z,2020-08-12T07:46:45Z,WEIZZ: Automatic Grey-box Fuzzing for Structured Binary Formats,"Fuzzing technologies have evolved at a fast pace in recent years, revealing
bugs in programs with ever increasing depth and speed. Applications working
with complex formats are however more difficult to take on, as inputs need to
meet certain format-specific characteristics to get through the initial parsing
stage and reach deeper behaviors of the program. Unlike prior proposals based
on manually written format specifications, in this paper we present a technique
to automatically generate and mutate inputs for unknown chunk-based binary
formats. We propose a technique to identify dependencies between input bytes
and comparison instructions, and later use them to assign tags that
characterize the processing logic of the program. Tags become the building
block for structure-aware mutations involving chunks and fields of the input.
We show that our techniques performs comparably to structure-aware fuzzing
proposals that require human assistance. Our prototype implementation WEIZZ
revealed 16 unknown bugs in widely used programs.
",Andrea Fioraldi|Daniele Cono D'Elia|Emilio Coppa,NA,http://arxiv.org/abs/1911.00621v3,http://arxiv.org/pdf/1911.00621v3,http://dx.doi.org/10.1145/3395363.3397372,NA,"Proceedings of the 29th ACM SIGSOFT International Symposium on
  Software Testing and Analysis, 2020",10.1145/3395363.3397372,cs.CR,cs.CR,1911.00621v3.txt,0,,1,,we make weizz available as open source at: https://github.com/andreafioraldi/weizz-fuzzer  2  state of the art  the last years have seen a large body of fuzzing-related works [37].
